client_id,age,income,years_employed,credit_score,debt_to_income,num_credit_cards,num_late_payments,has_mortgage,has_car_loan,savings_balance,checking_balance,region_risk_score,phone_calls_to_support_last_3m,active_loans,customer_tenure_years,default
689,42,60890,18,475,0.2445351968436599,0,11,1,1,17659,5722,0.1627435239444038,6,4,3,1
690,59,73184,8,574,0.25989020302921584,3,6,0,0,11312,12980,0.627766441065239,17,1,14,1
691,69,68412,31,645,0.22951845059405923,5,8,1,0,16752,6536,0.06372957798244328,10,3,5,0
692,59,88287,4,654,0.21035004396584944,4,9,0,1,30982,21188,0.3684288626709738,5,1,1,0
693,66,48831,8,767,0.251004354200276,5,6,1,0,9882,8637,0.42045615651074375,19,3,2,0
694,67,43110,18,690,0.16140498843957166,6,11,0,1,16681,1217,0.5103857389533186,12,3,4,0
695,25,75607,1,655,0.2888132559951797,1,4,0,1,28118,8190,0.5343627719849084,10,2,7,1
696,33,85023,15,647,0.6316357470718179,6,2,1,0,15958,-3000,0.4042940880568759,3,0,8,0
697,56,78313,36,727,0.28595875965953843,7,2,0,0,59137,-592,0.5886260385685371,11,3,6,0
698,49,49763,37,608,0.4297490109810104,6,2,1,0,23732,-3000,0.4570762633219887,4,2,1,1
699,23,86937,34,640,0.09302606935714033,6,0,0,1,1371,5112,0.660576431165523,8,2,3,0
700,25,51403,12,573,0.36263514033207606,1,0,0,0,7410,4576,0.5013937472239364,18,3,1,0
701,46,56961,2,749,0.3287920664150179,5,0,0,1,5900,13435,0.5864722566611789,19,4,7,1
702,51,46401,32,677,0.5120387296888212,3,2,0,0,7624,4306,0.3679052711719756,8,1,1,1
703,29,102528,14,600,0.2961169175364375,7,9,0,0,28054,-2017,0.42376805944387597,6,4,11,0
704,29,85835,29,641,0.1505952571686299,6,3,0,1,3402,15915,0.28608225733710896,4,0,7,0
705,27,85124,4,685,0.23479012704125765,1,8,0,1,15031,-3000,0.04269495733825859,4,3,4,0
706,48,101180,26,632,0.4013280769770856,7,1,1,0,37141,5269,0.6667046056611499,10,2,4,0
707,21,140316,23,612,0.34770813602743694,5,12,1,1,12203,6523,0.3267266664063975,19,3,0,1
708,49,27269,36,604,0.5136750316512391,4,5,1,0,30072,4927,0.4115153748294519,17,2,0,1
709,44,51540,4,673,0.10807069345193196,3,6,1,0,0,8500,0.6156250583429592,5,2,9,0
710,43,54595,16,624,0.14361748590664358,3,10,1,0,14440,5774,0.38382485500806424,16,2,7,0
711,54,48729,39,618,0.06866539687026318,6,14,0,1,6710,8497,0.178059997366351,9,3,1,0
712,46,43060,15,556,0.2271439608980449,6,11,1,0,24496,784,0.2874526328171442,13,1,10,1
713,56,62508,26,655,0.06574740759428292,4,6,0,0,4478,-3000,0.20384052267552694,5,1,14,0
714,58,39584,6,637,0.17463163905941742,7,5,1,0,51044,4675,0.14066233220747443,16,2,10,0
715,66,78376,29,627,0.28232761295559466,1,5,0,1,0,-2185,0.6585503418837693,9,1,13,0
716,60,71292,11,663,0.1577850558271345,3,1,1,1,37036,-99,0.5081942163501703,15,1,10,0
717,46,82025,22,702,0.05771756195622615,4,5,0,1,33174,13130,0.7015136305550163,4,0,13,0
718,45,82693,35,699,0.1983755815247558,1,11,1,1,24647,15905,0.599521102217562,19,1,8,1
719,32,85075,26,688,0.2945495558407715,3,4,0,0,20816,12998,0.49669166041286816,8,2,12,0
720,50,60664,18,633,0.14572140556509564,6,5,0,1,47824,11701,0.305292604816856,13,2,11,0
721,27,123028,7,610,0.2234320004930611,5,1,0,0,57064,5419,0.6829240661237196,10,3,4,0
722,66,75860,13,576,0.13328220381196768,5,3,1,0,16890,12108,0.5190205475981283,11,1,0,0
723,62,23437,33,608,0.44580485574177725,1,1,0,1,22366,7489,0.16549069456553347,5,3,6,0
724,26,44940,8,651,0.3011254522331656,1,7,0,0,11713,18632,0.20153679372197397,18,2,2,0
725,59,26487,26,594,0.656353330388354,3,4,1,0,2460,-1426,0.20755264458443332,4,2,13,0
726,26,70433,19,656,0.44441085034554423,2,14,0,0,26946,9708,0.3659402383847238,7,0,10,1
727,56,66954,12,582,0.1486767402151663,0,8,1,0,23744,-3000,0.7977493014054489,8,3,13,1
728,25,58289,28,533,0.12829196661366576,4,5,0,0,0,9748,0.489431501558659,9,3,5,0
729,44,120273,14,707,0.6903891867025886,6,8,0,0,26840,-3000,0.34993176449223257,4,0,8,1
730,53,83724,11,616,0.25775629776453557,5,14,0,0,24247,-3000,0.21348167998018633,17,0,3,0
731,56,88152,21,591,0.3210360052640282,0,2,0,0,10981,-3000,0.22396721723045543,12,3,7,1
732,41,46723,30,573,0.48422413063324293,6,3,1,0,10002,6764,0.39285204130113976,19,1,0,1
733,66,45021,34,679,0.5472173189803089,3,8,1,0,26356,7481,0.6078152002519767,7,4,5,1
734,58,70920,25,746,0.20823970122934368,1,1,0,1,44133,22153,0.7432227861494185,8,4,13,1
735,31,74325,26,621,0.18422247446113596,3,7,0,0,25975,4360,0.49135101517771973,11,2,9,0
736,53,23592,31,634,0.40018529276753484,1,2,0,0,31707,10407,0.4937142560641954,11,4,12,1
737,56,65492,10,725,0.0558817051451336,5,12,1,1,7517,6126,0.08078452633840781,3,2,11,0
738,37,70351,10,523,0.2617125169051318,5,11,1,1,13785,9822,0.19256927663683776,16,4,0,1
739,57,64621,19,787,0.2591264671184867,5,0,0,1,29120,6005,0.47984551884940013,19,0,7,0
740,65,49665,25,821,0.41440707997734366,0,8,1,1,0,12697,0.7113748793331034,10,2,4,1
741,61,56511,25,460,0.23210462811914256,2,3,0,1,23108,-2368,0.8865873089589471,7,4,1,1
742,58,65578,6,643,0.3122153178894046,3,8,0,1,27401,-3000,0.6102559616749718,8,1,3,0
743,52,72270,31,599,0.29053693373431466,7,8,1,1,19421,7921,0.09389742840144441,1,4,0,0
744,34,85119,14,631,0.14323452203907897,4,14,0,0,24790,-3000,0.12627671898877582,1,4,3,0
745,59,97021,35,620,0.1781322192818047,5,2,0,0,20867,14182,0.30397417212022054,7,3,10,0
746,38,62641,28,706,0.32220711574898603,2,7,0,1,10667,1163,0.7212187947462324,4,3,3,0
747,47,58596,39,642,0.6050991492349633,2,14,1,1,2328,-2267,0.3139174753166403,5,0,10,1
748,36,80941,25,586,0.23336874105453048,6,1,1,0,18645,23903,0.4832650273682418,6,4,4,0
749,36,85271,21,637,0.18756953675165633,6,3,1,0,39567,4870,0.8307784940235184,3,4,0,1
750,28,59144,7,686,0.34298144100844996,0,10,0,0,35365,3529,0.6910455806386283,8,2,10,0
751,68,89759,15,567,0.14994911254652973,4,1,0,1,14820,10235,0.5383798064270144,0,1,2,0
752,28,94489,34,534,0.32056669513820585,6,3,1,0,14508,10708,0.41847521763406725,15,2,14,0
753,25,102292,15,789,0.2812149843249542,1,14,1,0,13404,12973,0.30327156021652996,13,4,6,0
754,66,114458,2,605,0.43405796233360594,5,8,0,0,13406,-3000,0.4663282256550736,3,0,0,1
755,48,48339,9,640,0.15608883947554328,3,0,0,0,24316,8752,0.23338765656598265,3,2,3,0
756,42,70347,23,622,0.22975243247506766,4,12,1,0,35862,2947,0.4685608230258979,1,0,4,0
757,57,70281,25,688,0.5324007443290198,4,7,1,0,53942,-1447,0.7519799762437098,3,4,7,1
758,39,67548,39,774,0.57272810648199,6,7,0,1,7552,5336,0.07744344884706401,11,3,10,1
759,27,53768,37,690,0.12726427247800465,0,14,0,1,29767,-3000,0.07366844748544078,1,4,4,1
760,56,32860,21,543,0.3329106405438167,1,4,0,1,28135,11460,0.47201644546618104,0,4,4,1
761,29,72316,22,553,0.7150390412642532,2,5,0,0,15053,2965,0.18468071920635815,11,0,13,1
762,48,50791,32,622,0.5578605391420673,6,8,0,0,4609,1657,0.3073204329249698,18,2,2,1
763,67,72149,1,631,0.3604308653273743,4,3,0,1,24130,4036,0.7842006722765513,9,4,10,1
764,66,50148,23,529,0.2600771863665499,1,1,0,0,51798,3827,0.33794934135363064,5,0,2,0
765,38,42508,18,707,0.28522550660632956,0,2,1,1,24035,12984,0.6014484140489318,16,4,3,1
766,59,75857,31,573,0.0361648799965769,7,4,1,0,8191,-2669,0.30726884504870317,16,1,8,0
767,51,73773,32,754,0.1165728343045056,1,1,0,1,17641,2324,0.49037627100639586,16,2,1,0
768,44,84482,26,777,0.4403419616192063,0,7,1,1,2897,3484,0.3795506887874977,7,0,2,0
769,27,124646,26,632,0.1840239029603452,3,14,1,1,20277,-2456,0.5930985609188035,0,1,12,1
770,39,76932,27,680,0.2116039650844409,4,3,0,0,30251,6115,0.157371016936842,19,4,1,0
771,52,82127,23,563,0.15316765233016627,2,0,0,0,9610,-67,0.5574331863643922,17,4,2,1
772,69,43060,9,693,0.09351726675809609,1,0,1,0,0,-3000,0.06444436356560483,10,0,11,0
773,21,37827,11,615,0.106016981221673,0,2,0,0,24153,8683,0.38114066172813005,15,2,7,0
774,56,109570,29,573,0.2873871273847202,3,8,0,0,12476,15830,0.27634636093337267,19,0,5,0
775,62,46913,24,629,0.33123903616798095,7,7,1,0,8739,5338,0.90549568053546,1,4,12,1
776,67,43901,9,617,0.08953250121148743,1,6,1,1,8610,4277,0.5829864984401811,9,2,13,1
777,41,69022,35,627,0.18214902339653885,4,11,0,0,26003,4128,0.14146322782988358,17,1,1,0
778,26,67745,39,716,0.18055954502428845,1,5,0,0,13881,1388,0.5442956867537935,14,2,7,0
779,34,47437,25,595,0.14200458607027727,5,9,0,1,33956,13190,0.5662421854901168,2,1,13,0
780,62,62375,9,771,0.2305153677928528,0,14,0,0,34286,5658,0.32633804281917383,1,3,1,1
781,64,100734,37,557,0.423269353237969,1,2,0,1,15940,-3000,0.5804610080967659,6,1,6,1
782,52,49850,9,763,0.31407855883660657,0,1,0,0,12187,13392,0.2615682543244244,8,1,2,0
783,27,35158,17,578,0.21500438179371095,5,3,0,0,21915,11676,0.5514505523002425,2,3,2,0
784,26,93564,34,649,0.2759463400240719,5,2,0,1,17819,9211,0.36377164501424025,5,4,13,0
785,44,82307,20,615,0.4769241955148664,1,12,0,1,0,-3000,0.9012143966926665,10,1,9,1
786,49,54487,9,625,0.2900090848344059,3,13,1,0,48711,4979,0.3368431160709641,15,2,1,1
787,22,30445,3,706,0.3410297832559741,2,8,1,0,30715,11253,0.8053161309720368,11,1,5,1
788,54,51384,14,754,0.1746163293588127,0,1,0,1,13047,7656,0.16799479741549928,10,0,4,0
789,47,68632,26,733,0.08697097398432965,0,12,1,0,0,6436,0.3700911218491732,14,1,13,1
790,21,99141,28,621,0.024795675004902346,7,13,0,1,17293,11268,0.09057827588958971,12,0,4,0
791,25,44085,8,662,0.17388645905300582,5,6,1,0,11180,5975,0.6110860034146798,4,3,1,0
792,43,67887,6,595,0.28004941734190625,5,10,1,1,19091,13425,0.6515320034653183,5,2,14,1
793,56,86878,28,580,0.26296919357333676,2,9,0,1,0,6132,0.5167640751483618,2,2,0,1
794,61,15000,6,569,0.06495923900690989,2,7,0,1,12916,5575,0.29691158861569666,2,2,14,1
795,42,95844,2,619,0.11934410372823907,6,5,0,0,13830,11246,0.12121947455262833,16,1,4,0
796,35,40438,19,667,0.3591944622334812,3,4,0,1,17115,2209,0.8093306912478283,13,2,10,0
797,68,78299,22,516,0.2430189063135832,0,4,0,1,16456,-2680,0.1494183085826139,12,0,8,0
798,43,76167,9,646,0.34696275536520943,3,5,1,0,20783,5026,0.3509201028417975,8,0,3,0
799,36,97114,8,756,0.7026669915184304,4,11,1,0,42817,9132,0.6373870411792111,1,0,8,1
800,42,83773,9,728,0.2594697292402192,4,12,0,1,12274,11477,0.30550116508534625,8,0,2,0
801,21,15000,13,609,0.19161572214614073,4,1,0,0,6332,11516,0.18944468640028062,3,2,7,0
802,35,50380,0,552,0.24933439945180932,6,0,1,1,0,4519,0.42804895349982675,19,0,0,1
803,46,73455,0,682,0.26286555581876253,1,7,1,1,12333,3800,0.4029624759635337,8,1,3,1
804,66,65125,14,487,0.3224912385084085,4,11,1,1,0,855,0.22953348480823357,2,3,0,1
805,57,81940,0,727,0.257474819204807,7,8,1,0,34401,6749,0.7175653722398273,5,2,9,0
806,59,89734,12,635,0.623541422608732,7,12,0,1,18558,-3000,0.39591062401993343,12,3,14,1
807,47,85211,23,778,0.2182148474593356,7,10,1,1,34091,5159,0.4655840186276901,9,1,0,0
808,26,64643,1,529,0.7271141341726249,5,10,0,1,41985,24947,0.24193408637740357,1,0,9,1
809,40,23841,24,714,0.2690485624045451,0,8,1,1,7024,-3000,0.4086086443887811,7,0,7,0
810,69,58612,24,642,0.1225158682314266,7,0,0,1,14789,6097,0.33194215915150943,13,2,2,0
811,23,80409,22,626,0.11971474352805113,0,2,0,0,39975,7644,0.3058000276833489,10,4,10,0
812,64,42738,25,554,0.3376153705292291,4,11,1,0,22838,8545,0.5556142152390835,11,4,11,1
813,54,85781,32,691,0.15972586723371826,3,4,1,1,27822,-1766,0.7290758924812701,13,0,13,1
814,34,92709,2,697,0.4473115583925964,5,10,1,1,35494,8609,0.20494581578587587,14,0,1,1
815,59,73171,6,774,0.11992503793929032,6,5,1,0,33447,1258,0.49896618128565057,8,2,2,0
816,62,15000,12,720,0.07180420903111437,5,0,1,1,26155,-3000,0.5472313778831821,15,0,7,0
817,23,38047,27,608,0.08848799223602144,1,10,0,0,40945,11663,0.5372571353893826,18,0,11,0
818,26,117154,34,579,0.48205357270569255,6,13,0,1,18976,9652,0.18402870609788305,2,1,2,1
819,53,56336,36,554,0.08183426234519686,6,6,0,1,27791,-1765,0.11619437970487306,14,4,5,0
820,69,20396,23,753,0.41075794614571876,0,1,1,0,17348,1193,0.2984907278864725,5,1,6,0
821,22,100881,16,595,0.35660163504423786,5,6,0,1,35308,939,0.555577948116286,2,0,9,1
822,53,70333,16,753,0.4942205979838905,1,14,0,0,9488,-3000,0.7142088216741462,5,0,3,1
823,27,97623,2,686,0.4780485907708909,4,4,1,1,0,10337,0.12337969331780557,18,3,4,0
824,52,76923,18,673,0.175132049321338,1,1,1,0,29823,10599,0.5945008676492629,12,4,2,0
825,51,81463,20,628,0.3298416470807603,2,11,0,0,4697,2671,0.15765799717388676,9,4,3,1
826,25,79075,8,696,0.3704314654112888,2,3,0,0,3211,4803,0.8205899872203214,5,3,13,0
827,54,87437,30,648,0.4992887108119317,6,0,0,0,38973,5802,0.3136982386499508,10,2,11,0
828,64,126935,32,624,0.04310670149131017,7,10,1,0,34494,6710,0.6137778692808268,10,3,13,0
829,63,94275,12,698,0.10863020242324083,6,5,1,0,14862,-3000,0.28288449208041694,8,0,14,0
830,22,30491,36,639,0.16598468675523315,5,2,0,0,0,8419,0.8375822800187315,8,4,7,0
831,33,81166,4,594,0.2391253962613544,2,0,1,1,27998,-3000,0.47158881389232443,14,3,2,0
832,32,98537,36,691,0.5745428379403273,1,2,0,0,29937,9769,0.33922610488535915,11,0,11,1
833,43,100067,30,645,0.3517675091118007,4,2,1,1,27752,-2454,0.027156522427101357,0,1,14,0
834,28,59334,8,684,0.22169219578824037,3,0,0,1,27062,-3000,0.3460131445279877,7,4,3,0
835,62,99123,26,618,0.3239540999828111,2,5,0,1,17279,4803,0.6816008336332984,1,2,11,1
836,59,93193,12,565,0.35569697486795393,1,12,1,0,13842,4646,0.23591564790849193,18,4,5,1
837,60,134312,31,771,0.2822596418567531,1,5,1,0,3407,5726,0.560218084670107,6,1,13,0
838,30,51249,6,758,0.41835668053630265,6,0,1,0,9539,-1249,0.2935786966464101,19,2,3,1
839,21,57314,9,711,0.17979368900520898,2,13,0,1,24822,6419,0.21448873240947355,4,0,9,0
840,65,62347,12,622,0.43204653958190314,7,9,1,1,25068,7078,0.11826629401911733,7,4,1,1
841,35,57744,7,628,0.06901702896907337,5,14,0,0,31847,13159,0.3146817713860643,8,4,13,0
842,53,47749,13,746,0.18385930788899485,1,8,0,0,0,6295,0.34568566745512214,18,4,6,0
843,65,15000,24,625,0.6467094689326875,0,7,0,1,0,804,0.7098353210845059,1,3,7,1
844,22,59132,25,605,0.44901953844186615,3,7,1,1,14304,-3000,0.19085869917539014,15,1,11,1
845,21,79233,22,781,0.47090594678656283,0,0,1,0,4700,-3000,0.6705512738656816,13,0,3,1
846,21,57669,7,646,0.36267324187250793,7,5,0,1,22789,7260,0.05923956920746018,4,1,11,0
847,28,118384,8,773,0.4138550333537522,7,6,1,1,351,10552,0.10949853027688372,16,3,1,1
848,23,70334,36,552,0.4936728822034613,5,4,1,0,37703,-1231,0.30110645665018254,11,3,6,1
849,61,102275,10,686,0.25088353842351196,2,12,1,1,7669,6786,0.052532244058781694,10,4,5,1
850,50,76535,4,794,0.16699166508398924,6,14,0,0,43890,3780,0.18848065333426747,7,2,6,0
851,69,90660,18,652,0.1562668296179347,5,7,0,1,27864,10027,0.507907089750405,8,1,8,0
852,60,76981,0,631,0.40728863818445166,2,11,1,0,4171,11062,0.2294237720861582,16,1,9,0
853,68,104219,13,568,0.07385206777922239,7,3,1,0,51421,-3000,0.5837629387729018,19,4,3,0
854,32,71398,34,725,0.36798995166808834,1,13,1,0,23981,12224,0.37705911586536134,17,0,13,1
855,35,82403,10,596,0.5172299695983428,4,10,1,0,22491,6765,0.4337908198734254,6,3,9,1
856,62,79158,28,643,0.1515366828495066,5,11,0,1,19021,1280,0.22370576288189428,12,0,2,0
857,32,62792,19,563,0.16425813498514458,7,8,0,1,26998,1475,0.5158870709914327,19,2,2,0
858,23,80124,14,758,0.35233255866389795,1,12,1,0,27881,5222,0.38751409447963914,12,0,6,0
859,53,125859,26,730,0.09727817063554513,2,8,1,1,7025,1473,0.45416563412558836,0,1,14,0
860,60,63240,23,647,0.2921034397634693,6,14,0,0,16796,-1559,0.11172269236322056,14,2,13,1
861,68,80486,12,569,0.35882546406852145,3,9,0,0,21735,45,0.4342773989773338,11,1,3,1
862,66,101444,8,757,0.2427905494072161,6,6,0,0,28741,-2281,0.18550439464871873,9,0,8,0
863,26,98506,36,624,0.3841709669979364,6,3,1,0,28995,14425,0.5668432803673219,0,3,4,0
864,58,70292,6,572,0.49047714114816743,2,13,0,0,22468,5391,0.4547675714673065,9,0,11,1
865,62,15000,38,526,0.12406539576915965,2,0,1,0,11745,20769,0.4556929439115678,15,3,11,0
866,55,82917,18,604,0.39949007154644556,3,0,0,0,10976,7597,0.27693431754634174,11,4,6,0
867,61,15000,39,548,0.21013879708206457,0,0,0,1,2127,9122,0.576527056911354,5,1,5,1
868,62,106748,14,606,0.3150724271537568,6,1,0,1,28889,-2431,0.43798417005391105,16,2,13,1
869,42,74236,22,702,0.12491302177914161,0,3,0,0,10760,3472,0.773192159936399,8,3,6,1
870,22,94991,24,623,0.3097328384150758,7,7,1,0,17123,5508,0.69345412221308,12,4,13,1
871,43,47447,13,674,0.19344344696160695,6,4,1,1,23566,539,0.4639893434456891,0,1,0,0
872,30,31187,8,599,0.306738637272862,2,6,1,1,20059,1746,0.41526992408789404,2,0,6,0
873,26,76518,20,654,0.23154733922676018,0,6,1,0,19915,7941,0.5866149789860128,4,0,8,1
874,27,69159,26,784,0.3037794467992804,6,6,0,1,6425,8078,0.2861998024478195,2,1,0,1
875,55,57711,10,625,0.462382801774084,3,0,0,0,24032,-3000,0.14435071881712683,8,4,0,0
876,45,72116,30,676,0.46060272630464016,1,8,1,1,15307,6986,0.7195638551120873,8,3,8,1
877,47,139185,25,540,0.40531838559350236,3,4,1,0,18703,8871,0.4595221923693037,1,1,11,0
878,57,90863,6,756,0.25913476279180053,7,8,1,0,37369,868,0.25949427030859906,13,4,3,1
879,47,96237,37,616,0.24448599021257567,5,0,1,0,27579,156,0.40685581938436627,9,3,13,1
880,51,91098,1,723,0.05163220788819843,5,13,0,0,11437,8090,0.42993903794121974,7,3,3,0
881,25,106986,26,641,0.2085566680943422,4,10,0,0,17766,-3000,0.3602953251489804,4,0,0,0
882,62,65248,17,692,0.4374930896841483,1,5,0,1,43991,5014,0.6556879439451391,7,4,6,1
883,42,18630,26,696,0.5300394575795981,7,5,0,0,15389,16440,0.30583698906513385,3,0,1,0
884,28,65285,30,618,0.4367366523052197,5,4,1,1,20598,-3000,0.6091178292423446,17,0,6,0
885,60,90293,27,726,0.07334213883085686,4,14,0,1,29962,10760,0.04359411780833918,10,3,0,0
886,56,45754,26,596,0.1013485202788444,5,10,0,1,23227,8810,0.15549510523783097,17,1,12,0
887,23,65590,33,704,0.1933462199939457,2,6,1,0,14407,-3000,0.7611471413020369,17,4,9,0
888,30,52705,28,622,0.6441509867685401,5,9,0,0,8848,8643,0.6839322243450747,9,4,0,1
889,21,107550,32,674,0.06871510011814709,7,0,0,1,19848,12009,0.19191021556240528,7,2,13,0
890,34,88736,16,617,0.36567694001945,2,12,1,0,29870,-3000,0.27551072759391293,14,2,4,0
891,25,86288,8,653,0.24937905573579142,0,8,1,1,39813,49,0.21863225017206644,7,0,7,0
892,55,85540,9,574,0.2884077208326581,5,4,1,0,0,5182,0.47490057546259834,9,0,9,0
893,46,69068,24,667,0.33381541039609103,6,10,0,1,46441,11843,0.2591740540591282,8,0,6,1
894,69,74938,21,653,0.10185678710053711,6,0,1,1,15673,1212,0.17709067086923624,12,0,9,0
895,57,40370,3,612,0.15188048169355275,7,7,0,1,33872,4705,0.3858649727443406,1,2,2,0
896,50,15338,8,646,0.32367073135191493,2,14,1,1,8936,345,0.2464251331498321,5,3,4,0
897,45,73752,38,659,0.2544394441213805,7,11,1,1,0,5171,0.27784482182989245,13,0,10,0
898,23,78099,29,606,0.4082810742184601,1,0,0,1,305,12326,0.4684608026669823,9,0,2,0
899,24,100231,30,640,0.21318109968500754,4,8,0,1,15035,5741,0.1926832847834595,13,1,4,0
900,51,109283,7,579,0.6224811089405405,7,10,1,1,27861,2497,0.4921092465488797,12,2,4,1
901,21,109249,2,814,0.2515930264858248,7,7,0,1,20467,4770,0.6930098172455921,6,2,1,0
902,23,45049,11,724,0.4196094850893771,4,4,1,1,16246,-604,0.2942780076012327,8,0,13,0
903,31,61193,34,669,0.12822550677481853,4,10,1,0,36770,-1960,0.1480836031384824,1,3,14,0
904,64,82008,20,732,0.16945794738837508,3,6,0,1,20029,13423,0.5407437348021851,15,1,3,0
905,43,133297,31,511,0.3882533923662935,6,14,1,0,24196,16463,0.386283681200606,8,0,12,1
906,55,107002,19,470,0.24037509053740677,7,12,0,1,66665,-3000,0.5950102946657642,5,1,7,1
907,41,97984,19,622,0.29370033172607973,1,13,0,1,19879,9074,0.884324874325211,10,4,3,1
908,29,60305,24,553,0.8009372048627297,1,6,0,1,9562,11012,0.2133028811669274,0,0,14,1
909,39,47920,38,633,0.332262178085896,6,10,0,0,27214,-3000,0.7305905870379501,8,0,1,1
910,25,89722,17,664,0.23739961978784999,6,2,1,1,31011,1697,0.24249030977826244,18,3,1,0
911,58,42483,23,714,0.4392037063601281,0,11,0,0,24514,960,0.40327104142807213,7,3,6,1
912,29,64039,36,570,0.3480485529254327,3,11,1,1,22353,18306,0.2627585687045097,7,0,13,1
913,39,67130,14,677,0.3863866469254742,4,11,0,0,42233,16567,0.38542904306611536,8,3,4,1
914,69,109822,33,651,0.2137605973487357,0,0,1,1,40358,-1448,0.7337517647471723,5,3,11,1
915,50,61132,21,674,0.19247090850402812,5,6,1,1,18243,-3000,0.4907062392164091,4,3,13,0
916,43,15000,35,613,0.08884740336536397,7,4,0,1,10347,10410,0.3006431352877075,9,2,7,0
917,47,82611,18,746,0.16393505706884323,1,13,0,0,26438,8807,0.2530718768908574,13,2,1,0
918,59,52524,25,642,0.3036749655879709,6,8,1,1,10261,13707,0.43572336100887055,4,1,14,0
919,33,71065,12,774,0.42999583170562916,0,9,1,1,33277,-2413,0.157614273404988,4,0,12,0
920,52,67832,25,594,0.5282454105886678,1,6,0,1,26360,10064,0.09731869833922126,14,3,1,1
921,63,63157,13,701,0.020441640372939895,4,1,1,0,60050,-122,0.06924944545785273,10,3,8,0
922,49,89758,24,645,0.054349355135145994,7,9,1,1,42099,9362,0.5658424384270582,6,2,12,0
923,42,31678,31,627,0.05883332376658243,7,9,0,1,3818,4740,0.7484281483545613,16,3,8,1
924,28,57074,17,694,0.45120223306113016,7,5,1,1,12218,18304,0.06925248820722296,19,0,2,0
925,33,87100,17,629,0.3654732483650027,7,9,0,1,0,8131,0.28413565211278774,16,0,14,1
926,67,54647,12,463,0.2564763319297739,6,5,1,0,0,2802,0.25135885468468483,5,1,5,0
927,47,29779,29,435,0.1892227330072353,2,9,1,0,21707,5965,0.6311598657320001,19,1,0,0
928,35,86713,23,739,0.310240733822952,1,5,0,1,2114,4296,0.4791100040424412,7,2,1,0
929,41,98077,20,736,0.17910183152232279,6,11,0,1,44617,-3000,0.42465091943759375,1,0,6,0
930,49,68875,1,782,0.08197263772814178,1,13,0,1,37368,18474,0.6293861788119068,10,0,7,0
931,47,20978,4,648,0.6193640138343575,4,7,1,1,15927,16191,0.7601159792966907,19,3,9,1
932,55,87649,0,559,0.2671545485467677,6,0,0,1,15075,3765,0.21524913116138636,0,3,2,1
933,33,28502,34,620,0.12995558677604477,0,10,1,0,42280,9899,0.380731024598583,0,3,1,0
934,52,77719,34,650,0.20973164134772673,7,14,1,0,45719,19360,0.2595654458011193,0,1,3,0
935,42,47813,2,579,0.41247971088191066,2,10,0,0,6011,13658,0.5597889588591493,16,3,0,1
936,67,41004,1,765,0.3768288017628762,1,5,0,1,4082,2848,0.3828196366240669,4,1,0,0
937,28,58952,31,806,0.1435440803124807,2,8,1,0,15483,4384,0.09132246457361956,9,4,9,0
938,28,65417,20,683,0.1755354697350575,3,5,1,1,26467,-3000,0.36776875069049686,1,0,4,0
939,43,53894,12,649,0.5282484405664621,3,11,0,1,12294,10423,0.1708361273218062,18,3,2,1
940,45,84717,24,559,0.31821368951274626,1,10,0,0,26783,13699,0.7221710689402537,15,0,2,1
941,54,58848,9,758,0.3610914777687359,1,9,1,1,49254,13747,0.2254700035060318,11,4,11,1
942,40,94504,7,655,0.16406617764524173,3,5,1,1,0,9907,0.5709665110019412,17,1,10,0
943,65,77029,14,629,0.06619100439670796,1,2,1,1,13314,7466,0.3867296182960831,4,0,0,0
944,44,52561,35,683,0.21918078501356802,5,9,0,1,0,-1984,0.6254810712989382,8,1,9,1
945,27,48351,30,609,0.28742732992578957,7,5,1,0,7451,7237,0.49012634035758507,19,4,9,1
946,26,28812,7,660,0.3759752259959936,0,13,0,1,15579,578,0.41460339323115897,10,0,9,1
947,68,77268,22,549,0.24156895506789197,0,0,1,1,9091,8676,0.5493817262818669,6,1,11,0
948,27,61135,35,726,0.030134956106279382,5,12,1,0,27799,-347,0.2836361639973611,12,2,10,0
949,67,15000,38,642,0.3345906001652627,0,11,0,0,22264,8631,0.18931271619829626,18,4,10,1
950,34,56607,30,731,0.3197165302109759,5,7,0,0,24485,14261,0.22183952241443713,1,0,1,0
951,25,47474,5,635,0.10942503293750519,3,14,0,1,15399,7640,0.11221991309077296,19,1,13,0
952,35,109391,9,640,0.30831630818570815,3,10,0,1,16780,7299,0.3304968047953934,9,4,3,0
953,51,27430,8,565,0.6643783736795574,4,0,0,0,14739,11391,0.5000596434143331,1,3,11,1
954,41,33966,6,703,0.5108383495061202,7,5,1,1,16270,17392,0.6701513270970524,19,2,11,1
955,59,97749,7,588,0.5513620117911844,1,12,0,1,26285,4249,0.7169371813379275,11,1,7,1
956,50,103919,12,615,0.15152171328840192,1,11,0,0,0,8647,0.5226460635515007,4,3,7,0
957,40,51375,22,650,0.37313633759408993,5,2,1,1,24319,15578,0.32726979194696565,3,4,13,0
958,52,54197,15,658,0.0402490778893544,0,2,1,1,6969,9685,0.6625055003737671,1,2,9,0
959,68,85405,16,530,0.22411093737302126,3,13,1,1,14917,-3000,0.1414874367900687,10,4,3,1
960,41,15000,9,633,0.26245831866065533,3,0,1,0,0,-9,0.27353836954762345,5,1,0,1
